----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Clinical Research","Grant;Medical;Scientist;Training Programs","Medical Scientist Training Program Grant","n/a","NIGMS","8284312","6/29/2012 12:00:00 AM","PA-06-468","5T32GM007356-37","5","T32","GM","007356","37"," ","PREUSCH, PETER","11/1/1976 12:00:00 AM","6/30/2014 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1890923","O'BANION, M. KERRY","Not Applicable","25","NEUROSCIENCES","041294109","F27KDXZMF9Y8","041294109","F27KDXZMF9Y8","US","43.16888","-77.615939","7047101","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","SCHOOL OF MEDICINE & DENTISTRY","146270140","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","522852","23348"," ","546200",
"Clinical Research","Award;Medical;Research;Scientist;Services","Medical Scientist Research Service Award","n/a","NIGMS","8290371","7/11/2012 12:00:00 AM"," ","5T32GM007308-36","5","T32","GM","007308","36"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1888869","PHILIPS, MARK REID","Not Applicable","12","PATHOLOGY","121911077","M5SZJ6VHUHN8","121911077","M5SZJ6VHUHN8","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1378428","61554"," ","1439982",
"Clinical Research; Genetics; Human Genome","Medical;National Research Service Awards;Scientist","Medical Scientist National Research Service Award","n/a","NIGMS","8499627","7/6/2012 12:00:00 AM","PA-08-226","3T32GM007281-38S1","3","T32","GM","007281","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2013 12:00:00 AM","ZGM1-BRT-X(TR)"," ","6298240","CLARK, MARCUS RAMSAY","Not Applicable","01","PATHOLOGY","005421136","ZUE9HKT2CLC9","005421136","ZUE9HKT2CLC9","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606372612","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHGRI","47532","2123"," ","49655",
"Clinical Research","Award;Medical;Research;Science;Scientist","National Research Science Award-Medical Scientist","n/a","NIGMS","8496594","7/26/2012 12:00:00 AM"," ","3T32GM007200-38S1","3","T32","GM","007200","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8404502","YOKOYAMA, WAYNE M.","Not Applicable","01","INTERNAL MEDICINE/MEDICINE","068552207","L6NFUM28LQM5","068552207","L6NFUM28LQM5","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","631304862","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NICHD","47532","2123"," ","49655",
"Clinical Research","Award;Medical;Research;Science;Scientist","National Research Science Award-Medical Scientist","n/a","NIGMS","8496594","7/26/2012 12:00:00 AM"," ","3T32GM007200-38S1","3","T32","GM","007200","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8404502","YOKOYAMA, WAYNE M.","Not Applicable","01","INTERNAL MEDICINE/MEDICINE","068552207","L6NFUM28LQM5","068552207","L6NFUM28LQM5","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","631304862","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIBIB","47532","2123"," ","49655",
"Clinical Research","Medical;National Research Service Awards;Scientist","Medical Scientist National Research Service Award","n/a","NIGMS","8281485","6/29/2012 12:00:00 AM","PA-08-226","5T32GM007281-38","5","T32","GM","007281","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2013 12:00:00 AM","ZGM1-BRT-X(TR)"," ","6298240","CLARK, MARCUS RAMSAY","Not Applicable","01","PATHOLOGY","005421136","ZUE9HKT2CLC9","005421136","ZUE9HKT2CLC9","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606372612","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1045704","46696"," ","1091187",
"Clinical Research","Engineering;Indiana;Medical;Scientist;Training Programs","Indiana Medical Scientist/Engineer Training Program","n/a","NIGMS","8287569","6/29/2012 12:00:00 AM"," ","5T32GM077229-05","5","T32","GM","077229","05"," ","PREUSCH, PETER","7/1/2008 12:00:00 AM","6/30/2013 12:00:00 AM","ZGM1-BRT-5(TG)"," ","1922911","MIRMIRA, RAGHAVENDRA G","Not Applicable","07","PEDIATRICS","603007902","SHHBRBAPSM35","603007902","SHHBRBAPSM35","US","39.780714","-86.174977","577806","INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS","INDIANAPOLIS","IN","SCHOOLS OF MEDICINE","462022915","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","259914","12735"," ","264806",
"Clinical Research","Award;Medical;Research;Science;Scientist","National Research Science Award-Medical Scientist","n/a","NIGMS","8288733","7/11/2012 12:00:00 AM"," ","5T32GM007200-38","5","T32","GM","007200","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8404502","YOKOYAMA, WAYNE M.","Not Applicable","01","INTERNAL MEDICINE/MEDICINE","068552207","L6NFUM28LQM5","068552207","L6NFUM28LQM5","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","631304862","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","2281536","101883"," ","2383419",
"No NIH Category available","Medical;Scientist;Training Programs","Mount Sinai Medical Scientist Training Program"," Scientific discoveries that advance medical breakthroughs are essential to meet the increasing healthcare needs nationally. It is the goal of our Medical Scientist Training Program to educate future physician-scientists in a rigorous integrated joint degree program in an environment that promotes cutting-edge biomedical research to develop independent investigators and leaders who will apply new basic science discoveries in the clinic and improve healthcare in all communities.   
      

","NIGMS","8223093","6/29/2012 12:00:00 AM","PA-10-036","2T32GM007280-36","2","T32","GM","007280","36"," ","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898820","HURD, YASMIN L.","Not Applicable","13","INTERNAL MEDICINE/MEDICINE","078861598","C8H9CNG1VBD9","078861598","C8H9CNG1VBD9","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","998172","44574"," ","1042746",
"No NIH Category available","Medical;Scientist;Training Programs","Mount Sinai Medical Scientist Training Program"," Scientific discoveries that advance medical breakthroughs are essential to meet the increasing healthcare needs nationally. It is the goal of our Medical Scientist Training Program to educate future physician-scientists in a rigorous integrated joint degree program in an environment that promotes cutting-edge biomedical research to develop independent investigators and leaders who will apply new basic science discoveries in the clinic and improve healthcare in all communities.   
      

","NIGMS","8499539","7/6/2012 12:00:00 AM","PA-10-036","3T32GM007280-36S1","3","T32","GM","007280","36","S","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898820","HURD, YASMIN L.","Not Applicable","13","INTERNAL MEDICINE/MEDICINE","078861598","C8H9CNG1VBD9","078861598","C8H9CNG1VBD9","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NICHD","47532","2123"," ","49655",
"No NIH Category available","Medical;Scientist;Training Programs","Mount Sinai Medical Scientist Training Program"," Scientific discoveries that advance medical breakthroughs are essential to meet the increasing healthcare needs nationally. It is the goal of our Medical Scientist Training Program to educate future physician-scientists in a rigorous integrated joint degree program in an environment that promotes cutting-edge biomedical research to develop independent investigators and leaders who will apply new basic science discoveries in the clinic and improve healthcare in all communities.   
      

","NIGMS","8499539","7/6/2012 12:00:00 AM","PA-10-036","3T32GM007280-36S1","3","T32","GM","007280","36","S","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898820","HURD, YASMIN L.","Not Applicable","13","INTERNAL MEDICINE/MEDICINE","078861598","C8H9CNG1VBD9","078861598","C8H9CNG1VBD9","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
"No NIH Category available","Medical;Scientist;Training Programs","Mount Sinai Medical Scientist Training Program"," Scientific discoveries that advance medical breakthroughs are essential to meet the increasing healthcare needs nationally. It is the goal of our Medical Scientist Training Program to educate future physician-scientists in a rigorous integrated joint degree program in an environment that promotes cutting-edge biomedical research to develop independent investigators and leaders who will apply new basic science discoveries in the clinic and improve healthcare in all communities.   
      

","NIGMS","8499539","7/6/2012 12:00:00 AM","PA-10-036","3T32GM007280-36S1","3","T32","GM","007280","36","S","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898820","HURD, YASMIN L.","Not Applicable","13","INTERNAL MEDICINE/MEDICINE","078861598","C8H9CNG1VBD9","078861598","C8H9CNG1VBD9","US","40.790525","-73.953788","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK","NY","SCHOOLS OF MEDICINE","100296574","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIAID","47532","2123"," ","49655",
"No NIH Category available","Clinic;Medical;Scientist;programs","Medical Scientist Traning Program at Mayo Clinic","n/a","NIGMS","8288047","6/28/2012 12:00:00 AM"," ","5T32GM065841-10","5","T32","GM","065841","10"," ","PREUSCH, PETER","7/1/2003 12:00:00 AM","6/30/2013 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1881358","ISAYA, GRAZIA ","Not Applicable","01","Unavailable","006471700","Y2K4F9RPRRG7","006471700","Y2K4F9RPRRG7","US","44.022374","-92.465881","4976101","MAYO CLINIC ROCHESTER","ROCHESTER","MN","Other Domestic Non-Profits","559050001","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","186360","10613"," ","143446",
"No NIH Category available","Medical;Ohio;Scientist;Training Programs;Universities","Medical Scientist Training Program - Ohio State University"," The mission of all NIH-funded research is the improvement of this nation's health. Since MD-PhD trainees have expertise in the continuum of basic science to clinical application, they have the optimal skill set to discover fundamental disease mechanisms and to bring these findings back to the clinic. Thus, students dedicated to pursuing this career path should be nurtured and placed in training environments such as the Ohio State University that will enable them to reach these lofty goals. NIGMS support of this training is essential in providing the environment that will allow these future physician-scientist leaders to flourish.  
    

","NIGMS","8278528","6/29/2012 12:00:00 AM","PA-10-036","5T32GM075787-02","5","T32","GM","075787","02"," ","PREUSCH, PETER","7/1/2011 12:00:00 AM","6/30/2016 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1860537","SCHLESINGER, LARRY S.","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","832127323","DLWBSLWAJWR1","832127323","DLWBSLWAJWR1","US","40.003166","-83.034278","6218701","OHIO STATE UNIVERSITY","COLUMBUS","OH","SCHOOLS OF MEDICINE","432101016","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","190128","8490"," ","198618",
"No NIH Category available","Medical;Scientist;Texas;Training Programs;Universities","Medical Scientist Training Program at University of Texas Southwestern Med Ctr","n/a","NIGMS","8288059","6/29/2012 12:00:00 AM"," ","5T32GM008014-31","5","T32","GM","008014","31"," ","PREUSCH, PETER","7/1/1982 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1958742","ZINN, ANDREW R.","Not Applicable","30","INTERNAL MEDICINE/MEDICINE","800771545","YZJ6DKPM4W63","800771545","YZJ6DKPM4W63","US","32.814772","-96.841146","578404","UT SOUTHWESTERN MEDICAL CENTER","DALLAS","TX","SCHOOLS OF MEDICINE","753909105","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","806081","48819"," ","854900",
"Cancer","Medical;Scientist;Texas;Training Programs;Universities","Medical Scientist Training Program at University of Texas Southwestern Med Ctr","n/a","NIGMS","8508044","9/19/2012 12:00:00 AM"," ","3T32GM008014-31S1","3","T32","GM","008014","31","S","PREUSCH, PETER","7/1/1982 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1958742","ZINN, ANDREW R.","Not Applicable","30","INTERNAL MEDICINE/MEDICINE","800771545","YZJ6DKPM4W63","800771545","YZJ6DKPM4W63","US","32.814772","-96.841146","578404","UT SOUTHWESTERN MEDICAL CENTER","DALLAS","TX","SCHOOLS OF MEDICINE","753909105","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NCI","35047","2123"," ","37170",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8106245","6/14/2011 12:00:00 AM"," ","5T32GM063483-10","5","T32","GM","063483","10"," ","PREUSCH, PETER","7/1/2002 12:00:00 AM","6/30/2013 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1932987","KHURANA HERSHEY, GURJIT K.","Not Applicable","01","ADMINISTRATION","041064767","DZ4YCZ3QSPR5","041064767","DZ4YCZ3QSPR5","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2011"," "," ","NIGMS"," "," "," ","98736",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8091281","6/16/2011 12:00:00 AM"," ","5T32GM008152-25","5","T32","GM","008152","25"," ","PREUSCH, PETER","7/1/1987 12:00:00 AM","6/30/2012 12:00:00 AM","ZGM1-BRT-1(CF)"," ","1927660","CHETKOVICH, DANE M","Not Applicable","07","PATHOLOGY","005436803","KG76WYENL5K1","005436803","KG76WYENL5K1","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY AT CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606114579","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2012 12:00:00 AM","859","Training, Institutional","2011"," "," ","NIGMS"," "," "," ","974279",
"Cancer","Medical;Scientist;Training Programs","Medical Scientist Training Program","Training of physician-scientists is vital to bring discoveries made at the bench to the bedside, i.e. to have an impact on human health. This program will give rigorous scientific and medical training to highly talented students so that they can take advantage of scientific opportunities to devise and apply new types of health care, or use their medical knowledge to recognize and answer scientific questions that will advance our understanding of human physiology and create new possibilities for therapeutic intervention.","NIGMS","8277515","6/27/2011 12:00:00 AM","PA-08-226","3T32GM008444-20S1","3","T32","GM","008444","20","S","PREUSCH, PETER","7/1/1992 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1879382","FROHMAN, MICHAEL A.","Not Applicable","01","PHARMACOLOGY","804878247","M746VC6XMNH9","804878247","M746VC6XMNH9","US","40.907353","-73.128565","5992612","STATE UNIVERSITY NEW YORK STONY BROOK","STONY BROOK","NY","SCHOOLS OF MEDICINE","117943362","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2012 12:00:00 AM","859","Training, Institutional","2011"," "," ","NCI"," "," "," ","43248",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8100511","6/17/2011 12:00:00 AM"," ","5T32GM007267-33","5","T32","GM","007267","33"," ","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2015 12:00:00 AM","ZGM1-BRT-X(TR)"," ","6398572","OWENS, GARY K","Not Applicable","05","PHYSIOLOGY","065391526","JJG6HU8PA4S5","065391526","JJG6HU8PA4S5","US","38.034207","-78.512346","1526402","UNIVERSITY OF VIRGINIA","CHARLOTTESVILLE","VA","SCHOOLS OF MEDICINE","229044195","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2012 12:00:00 AM","859","Training, Institutional","2011"," "," ","NIGMS"," "," "," ","541068",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8100295","6/14/2011 12:00:00 AM","PA-08-226","5T32GM008361-20","5","T32","GM","008361","20"," ","PREUSCH, PETER","7/1/1992 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1873609","LORENZ, ROBINNA G.","Not Applicable","07","PATHOLOGY","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2012 12:00:00 AM","859","Training, Institutional","2011"," "," ","NIGMS"," "," "," ","499956",
